,Center,Left,Right,Name,Steering,Throttle,Break,Speed
12,data/IMG/center_2019_05_12_08_56_26_403.jpg,data/IMG/left_2019_05_12_08_56_26_403.jpg,data/IMG/right_2019_05_12_08_56_26_403.jpg,2019_05_12_08_56_26_403.jpg,0.0,0.0,0.0,5.484819000000001e-05
13,data/IMG/center_2019_05_12_08_56_26_509.jpg,data/IMG/left_2019_05_12_08_56_26_509.jpg,data/IMG/right_2019_05_12_08_56_26_509.jpg,2019_05_12_08_56_26_509.jpg,0.0,0.0,0.0,5.383166999999999e-05
14,data/IMG/center_2019_05_12_08_56_26_621.jpg,data/IMG/left_2019_05_12_08_56_26_621.jpg,data/IMG/right_2019_05_12_08_56_26_621.jpg,2019_05_12_08_56_26_621.jpg,0.0,0.0,0.0,5.455479e-05
15,data/IMG/center_2019_05_12_08_56_26_766.jpg,data/IMG/left_2019_05_12_08_56_26_766.jpg,data/IMG/right_2019_05_12_08_56_26_766.jpg,2019_05_12_08_56_26_766.jpg,0.0,0.33723020000000004,0.0,0.375199
16,data/IMG/center_2019_05_12_08_56_26_879.jpg,data/IMG/left_2019_05_12_08_56_26_879.jpg,data/IMG/right_2019_05_12_08_56_26_879.jpg,2019_05_12_08_56_26_879.jpg,0.0,0.6812099,0.0,1.147518
17,data/IMG/center_2019_05_12_08_56_26_993.jpg,data/IMG/left_2019_05_12_08_56_26_993.jpg,data/IMG/right_2019_05_12_08_56_26_993.jpg,2019_05_12_08_56_26_993.jpg,0.0,1.0,0.0,2.292903
18,data/IMG/center_2019_05_12_08_56_27_073.jpg,data/IMG/left_2019_05_12_08_56_27_073.jpg,data/IMG/right_2019_05_12_08_56_27_073.jpg,2019_05_12_08_56_27_073.jpg,-0.15,1.0,0.0,3.7063910000000004
19,data/IMG/center_2019_05_12_08_56_27_185.jpg,data/IMG/left_2019_05_12_08_56_27_185.jpg,data/IMG/right_2019_05_12_08_56_27_185.jpg,2019_05_12_08_56_27_185.jpg,-0.4,1.0,0.0,4.857232
20,data/IMG/center_2019_05_12_08_56_27_298.jpg,data/IMG/left_2019_05_12_08_56_27_298.jpg,data/IMG/right_2019_05_12_08_56_27_298.jpg,2019_05_12_08_56_27_298.jpg,0.0,1.0,0.0,6.228866
21,data/IMG/center_2019_05_12_08_56_27_417.jpg,data/IMG/left_2019_05_12_08_56_27_417.jpg,data/IMG/right_2019_05_12_08_56_27_417.jpg,2019_05_12_08_56_27_417.jpg,0.0,1.0,0.0,7.599036
22,data/IMG/center_2019_05_12_08_56_27_529.jpg,data/IMG/left_2019_05_12_08_56_27_529.jpg,data/IMG/right_2019_05_12_08_56_27_529.jpg,2019_05_12_08_56_27_529.jpg,0.0,1.0,0.0,8.953369
23,data/IMG/center_2019_05_12_08_56_27_642.jpg,data/IMG/left_2019_05_12_08_56_27_642.jpg,data/IMG/right_2019_05_12_08_56_27_642.jpg,2019_05_12_08_56_27_642.jpg,0.0,1.0,0.0,10.06986
24,data/IMG/center_2019_05_12_08_56_27_755.jpg,data/IMG/left_2019_05_12_08_56_27_755.jpg,data/IMG/right_2019_05_12_08_56_27_755.jpg,2019_05_12_08_56_27_755.jpg,-0.3,1.0,0.0,11.367460000000001
25,data/IMG/center_2019_05_12_08_56_27_904.jpg,data/IMG/left_2019_05_12_08_56_27_904.jpg,data/IMG/right_2019_05_12_08_56_27_904.jpg,2019_05_12_08_56_27_904.jpg,-0.6000001,1.0,0.0,12.42565
26,data/IMG/center_2019_05_12_08_56_28_034.jpg,data/IMG/left_2019_05_12_08_56_28_034.jpg,data/IMG/right_2019_05_12_08_56_28_034.jpg,2019_05_12_08_56_28_034.jpg,-0.9000002,1.0,0.0,13.66288
27,data/IMG/center_2019_05_12_08_56_28_127.jpg,data/IMG/left_2019_05_12_08_56_28_127.jpg,data/IMG/right_2019_05_12_08_56_28_127.jpg,2019_05_12_08_56_28_127.jpg,0.0,1.0,0.0,15.098870000000002
28,data/IMG/center_2019_05_12_08_56_28_285.jpg,data/IMG/left_2019_05_12_08_56_28_285.jpg,data/IMG/right_2019_05_12_08_56_28_285.jpg,2019_05_12_08_56_28_285.jpg,0.0,1.0,0.0,15.8983
29,data/IMG/center_2019_05_12_08_56_28_313.jpg,data/IMG/left_2019_05_12_08_56_28_313.jpg,data/IMG/right_2019_05_12_08_56_28_313.jpg,2019_05_12_08_56_28_313.jpg,0.0,1.0,0.0,16.88017
30,data/IMG/center_2019_05_12_08_56_28_408.jpg,data/IMG/left_2019_05_12_08_56_28_408.jpg,data/IMG/right_2019_05_12_08_56_28_408.jpg,2019_05_12_08_56_28_408.jpg,0.0,1.0,0.0,17.95804
31,data/IMG/center_2019_05_12_08_56_28_514.jpg,data/IMG/left_2019_05_12_08_56_28_514.jpg,data/IMG/right_2019_05_12_08_56_28_514.jpg,2019_05_12_08_56_28_514.jpg,0.25,1.0,0.0,18.94511
32,data/IMG/center_2019_05_12_08_56_28_627.jpg,data/IMG/left_2019_05_12_08_56_28_627.jpg,data/IMG/right_2019_05_12_08_56_28_627.jpg,2019_05_12_08_56_28_627.jpg,0.0,1.0,0.0,20.10475
33,data/IMG/center_2019_05_12_08_56_28_748.jpg,data/IMG/left_2019_05_12_08_56_28_748.jpg,data/IMG/right_2019_05_12_08_56_28_748.jpg,2019_05_12_08_56_28_748.jpg,0.0,1.0,0.0,21.31317
34,data/IMG/center_2019_05_12_08_56_28_862.jpg,data/IMG/left_2019_05_12_08_56_28_862.jpg,data/IMG/right_2019_05_12_08_56_28_862.jpg,2019_05_12_08_56_28_862.jpg,0.0,1.0,0.0,22.295360000000002
35,data/IMG/center_2019_05_12_08_56_28_977.jpg,data/IMG/left_2019_05_12_08_56_28_977.jpg,data/IMG/right_2019_05_12_08_56_28_977.jpg,2019_05_12_08_56_28_977.jpg,-0.3,1.0,0.0,23.42876
36,data/IMG/center_2019_05_12_08_56_29_086.jpg,data/IMG/left_2019_05_12_08_56_29_086.jpg,data/IMG/right_2019_05_12_08_56_29_086.jpg,2019_05_12_08_56_29_086.jpg,0.0,1.0,0.0,24.49946
37,data/IMG/center_2019_05_12_08_56_29_201.jpg,data/IMG/left_2019_05_12_08_56_29_201.jpg,data/IMG/right_2019_05_12_08_56_29_201.jpg,2019_05_12_08_56_29_201.jpg,0.0,1.0,0.0,25.454810000000002
38,data/IMG/center_2019_05_12_08_56_29_312.jpg,data/IMG/left_2019_05_12_08_56_29_312.jpg,data/IMG/right_2019_05_12_08_56_29_312.jpg,2019_05_12_08_56_29_312.jpg,0.0,1.0,0.0,26.596320000000002
39,data/IMG/center_2019_05_12_08_56_29_438.jpg,data/IMG/left_2019_05_12_08_56_29_438.jpg,data/IMG/right_2019_05_12_08_56_29_438.jpg,2019_05_12_08_56_29_438.jpg,0.0,1.0,0.0,27.723679999999998
40,data/IMG/center_2019_05_12_08_56_29_533.jpg,data/IMG/left_2019_05_12_08_56_29_533.jpg,data/IMG/right_2019_05_12_08_56_29_533.jpg,2019_05_12_08_56_29_533.jpg,0.0,1.0,0.0,28.65305
41,data/IMG/center_2019_05_12_08_56_29_643.jpg,data/IMG/left_2019_05_12_08_56_29_643.jpg,data/IMG/right_2019_05_12_08_56_29_643.jpg,2019_05_12_08_56_29_643.jpg,0.0,1.0,0.0,29.56287
42,data/IMG/center_2019_05_12_08_56_29_750.jpg,data/IMG/left_2019_05_12_08_56_29_750.jpg,data/IMG/right_2019_05_12_08_56_29_750.jpg,2019_05_12_08_56_29_750.jpg,0.0,1.0,0.0,30.19019
43,data/IMG/center_2019_05_12_08_56_29_866.jpg,data/IMG/left_2019_05_12_08_56_29_866.jpg,data/IMG/right_2019_05_12_08_56_29_866.jpg,2019_05_12_08_56_29_866.jpg,0.0,1.0,0.0,30.19027
44,data/IMG/center_2019_05_12_08_56_29_982.jpg,data/IMG/left_2019_05_12_08_56_29_982.jpg,data/IMG/right_2019_05_12_08_56_29_982.jpg,2019_05_12_08_56_29_982.jpg,0.0,1.0,0.0,30.19029
45,data/IMG/center_2019_05_12_08_56_30_086.jpg,data/IMG/left_2019_05_12_08_56_30_086.jpg,data/IMG/right_2019_05_12_08_56_30_086.jpg,2019_05_12_08_56_30_086.jpg,0.0,1.0,0.0,30.1903
46,data/IMG/center_2019_05_12_08_56_30_208.jpg,data/IMG/left_2019_05_12_08_56_30_208.jpg,data/IMG/right_2019_05_12_08_56_30_208.jpg,2019_05_12_08_56_30_208.jpg,0.0,1.0,0.0,30.190279999999998
47,data/IMG/center_2019_05_12_08_56_30_313.jpg,data/IMG/left_2019_05_12_08_56_30_313.jpg,data/IMG/right_2019_05_12_08_56_30_313.jpg,2019_05_12_08_56_30_313.jpg,0.25,1.0,0.0,30.1748
48,data/IMG/center_2019_05_12_08_56_30_429.jpg,data/IMG/left_2019_05_12_08_56_30_429.jpg,data/IMG/right_2019_05_12_08_56_30_429.jpg,2019_05_12_08_56_30_429.jpg,0.0,1.0,0.0,30.19012
49,data/IMG/center_2019_05_12_08_56_30_541.jpg,data/IMG/left_2019_05_12_08_56_30_541.jpg,data/IMG/right_2019_05_12_08_56_30_541.jpg,2019_05_12_08_56_30_541.jpg,0.0,1.0,0.0,30.190279999999998
50,data/IMG/center_2019_05_12_08_56_30_652.jpg,data/IMG/left_2019_05_12_08_56_30_652.jpg,data/IMG/right_2019_05_12_08_56_30_652.jpg,2019_05_12_08_56_30_652.jpg,0.0,1.0,0.0,30.190279999999998
51,data/IMG/center_2019_05_12_08_56_30_768.jpg,data/IMG/left_2019_05_12_08_56_30_768.jpg,data/IMG/right_2019_05_12_08_56_30_768.jpg,2019_05_12_08_56_30_768.jpg,0.0,1.0,0.0,30.1903
52,data/IMG/center_2019_05_12_08_56_30_881.jpg,data/IMG/left_2019_05_12_08_56_30_881.jpg,data/IMG/right_2019_05_12_08_56_30_881.jpg,2019_05_12_08_56_30_881.jpg,0.0,1.0,0.0,30.19029
53,data/IMG/center_2019_05_12_08_56_30_973.jpg,data/IMG/left_2019_05_12_08_56_30_973.jpg,data/IMG/right_2019_05_12_08_56_30_973.jpg,2019_05_12_08_56_30_973.jpg,-0.25,1.0,0.0,30.17475
54,data/IMG/center_2019_05_12_08_56_31_071.jpg,data/IMG/left_2019_05_12_08_56_31_071.jpg,data/IMG/right_2019_05_12_08_56_31_071.jpg,2019_05_12_08_56_31_071.jpg,0.0,1.0,0.0,30.18998
55,data/IMG/center_2019_05_12_08_56_31_186.jpg,data/IMG/left_2019_05_12_08_56_31_186.jpg,data/IMG/right_2019_05_12_08_56_31_186.jpg,2019_05_12_08_56_31_186.jpg,0.0,1.0,0.0,30.19029
56,data/IMG/center_2019_05_12_08_56_31_313.jpg,data/IMG/left_2019_05_12_08_56_31_313.jpg,data/IMG/right_2019_05_12_08_56_31_313.jpg,2019_05_12_08_56_31_313.jpg,0.0,1.0,0.0,30.190240000000003
57,data/IMG/center_2019_05_12_08_56_31_422.jpg,data/IMG/left_2019_05_12_08_56_31_422.jpg,data/IMG/right_2019_05_12_08_56_31_422.jpg,2019_05_12_08_56_31_422.jpg,0.0,1.0,0.0,30.19029
58,data/IMG/center_2019_05_12_08_56_31_538.jpg,data/IMG/left_2019_05_12_08_56_31_538.jpg,data/IMG/right_2019_05_12_08_56_31_538.jpg,2019_05_12_08_56_31_538.jpg,0.0,1.0,0.0,30.19039
59,data/IMG/center_2019_05_12_08_56_31_648.jpg,data/IMG/left_2019_05_12_08_56_31_648.jpg,data/IMG/right_2019_05_12_08_56_31_648.jpg,2019_05_12_08_56_31_648.jpg,0.0,1.0,0.0,30.19033
60,data/IMG/center_2019_05_12_08_56_31_767.jpg,data/IMG/left_2019_05_12_08_56_31_767.jpg,data/IMG/right_2019_05_12_08_56_31_767.jpg,2019_05_12_08_56_31_767.jpg,0.0,1.0,0.0,30.1903
61,data/IMG/center_2019_05_12_08_56_31_888.jpg,data/IMG/left_2019_05_12_08_56_31_888.jpg,data/IMG/right_2019_05_12_08_56_31_888.jpg,2019_05_12_08_56_31_888.jpg,0.0,1.0,0.0,30.1903
62,data/IMG/center_2019_05_12_08_56_32_012.jpg,data/IMG/left_2019_05_12_08_56_32_012.jpg,data/IMG/right_2019_05_12_08_56_32_012.jpg,2019_05_12_08_56_32_012.jpg,0.0,1.0,0.0,30.190309999999997
63,data/IMG/center_2019_05_12_08_56_32_114.jpg,data/IMG/left_2019_05_12_08_56_32_114.jpg,data/IMG/right_2019_05_12_08_56_32_114.jpg,2019_05_12_08_56_32_114.jpg,0.0,1.0,0.0,30.190279999999998
64,data/IMG/center_2019_05_12_08_56_32_232.jpg,data/IMG/left_2019_05_12_08_56_32_232.jpg,data/IMG/right_2019_05_12_08_56_32_232.jpg,2019_05_12_08_56_32_232.jpg,0.0,1.0,0.0,30.19029
65,data/IMG/center_2019_05_12_08_56_32_344.jpg,data/IMG/left_2019_05_12_08_56_32_344.jpg,data/IMG/right_2019_05_12_08_56_32_344.jpg,2019_05_12_08_56_32_344.jpg,0.0,1.0,0.0,30.1903
66,data/IMG/center_2019_05_12_08_56_32_469.jpg,data/IMG/left_2019_05_12_08_56_32_469.jpg,data/IMG/right_2019_05_12_08_56_32_469.jpg,2019_05_12_08_56_32_469.jpg,0.0,1.0,0.0,30.19029
67,data/IMG/center_2019_05_12_08_56_32_577.jpg,data/IMG/left_2019_05_12_08_56_32_577.jpg,data/IMG/right_2019_05_12_08_56_32_577.jpg,2019_05_12_08_56_32_577.jpg,0.0,1.0,0.0,30.19013
68,data/IMG/center_2019_05_12_08_56_32_696.jpg,data/IMG/left_2019_05_12_08_56_32_696.jpg,data/IMG/right_2019_05_12_08_56_32_696.jpg,2019_05_12_08_56_32_696.jpg,0.0,1.0,0.0,30.190309999999997
69,data/IMG/center_2019_05_12_08_56_32_814.jpg,data/IMG/left_2019_05_12_08_56_32_814.jpg,data/IMG/right_2019_05_12_08_56_32_814.jpg,2019_05_12_08_56_32_814.jpg,0.0,1.0,0.0,30.1903
70,data/IMG/center_2019_05_12_08_56_32_932.jpg,data/IMG/left_2019_05_12_08_56_32_932.jpg,data/IMG/right_2019_05_12_08_56_32_932.jpg,2019_05_12_08_56_32_932.jpg,0.0,1.0,0.0,30.190309999999997
71,data/IMG/center_2019_05_12_08_56_33_004.jpg,data/IMG/left_2019_05_12_08_56_33_004.jpg,data/IMG/right_2019_05_12_08_56_33_004.jpg,2019_05_12_08_56_33_004.jpg,0.0,1.0,0.0,30.19029
72,data/IMG/center_2019_05_12_08_56_33_112.jpg,data/IMG/left_2019_05_12_08_56_33_112.jpg,data/IMG/right_2019_05_12_08_56_33_112.jpg,2019_05_12_08_56_33_112.jpg,0.0,1.0,0.0,30.1903
73,data/IMG/center_2019_05_12_08_56_33_234.jpg,data/IMG/left_2019_05_12_08_56_33_234.jpg,data/IMG/right_2019_05_12_08_56_33_234.jpg,2019_05_12_08_56_33_234.jpg,-0.3,1.0,0.0,30.169240000000002
74,data/IMG/center_2019_05_12_08_56_33_345.jpg,data/IMG/left_2019_05_12_08_56_33_345.jpg,data/IMG/right_2019_05_12_08_56_33_345.jpg,2019_05_12_08_56_33_345.jpg,0.0,1.0,0.0,30.190009999999997
75,data/IMG/center_2019_05_12_08_56_33_462.jpg,data/IMG/left_2019_05_12_08_56_33_462.jpg,data/IMG/right_2019_05_12_08_56_33_462.jpg,2019_05_12_08_56_33_462.jpg,0.0,1.0,0.0,30.19025
76,data/IMG/center_2019_05_12_08_56_33_579.jpg,data/IMG/left_2019_05_12_08_56_33_579.jpg,data/IMG/right_2019_05_12_08_56_33_579.jpg,2019_05_12_08_56_33_579.jpg,0.0,1.0,0.0,30.19027
77,data/IMG/center_2019_05_12_08_56_33_693.jpg,data/IMG/left_2019_05_12_08_56_33_693.jpg,data/IMG/right_2019_05_12_08_56_33_693.jpg,2019_05_12_08_56_33_693.jpg,0.0,1.0,0.0,30.19029
78,data/IMG/center_2019_05_12_08_56_33_804.jpg,data/IMG/left_2019_05_12_08_56_33_804.jpg,data/IMG/right_2019_05_12_08_56_33_804.jpg,2019_05_12_08_56_33_804.jpg,0.0,1.0,0.0,30.1903
79,data/IMG/center_2019_05_12_08_56_33_918.jpg,data/IMG/left_2019_05_12_08_56_33_918.jpg,data/IMG/right_2019_05_12_08_56_33_918.jpg,2019_05_12_08_56_33_918.jpg,-0.1,1.0,0.0,30.187659999999997
80,data/IMG/center_2019_05_12_08_56_33_996.jpg,data/IMG/left_2019_05_12_08_56_33_996.jpg,data/IMG/right_2019_05_12_08_56_33_996.jpg,2019_05_12_08_56_33_996.jpg,-0.3,1.0,0.0,30.169220000000003
81,data/IMG/center_2019_05_12_08_56_34_097.jpg,data/IMG/left_2019_05_12_08_56_34_097.jpg,data/IMG/right_2019_05_12_08_56_34_097.jpg,2019_05_12_08_56_34_097.jpg,0.0,1.0,0.0,30.189840000000004
82,data/IMG/center_2019_05_12_08_56_34_202.jpg,data/IMG/left_2019_05_12_08_56_34_202.jpg,data/IMG/right_2019_05_12_08_56_34_202.jpg,2019_05_12_08_56_34_202.jpg,0.0,1.0,0.0,30.19023
83,data/IMG/center_2019_05_12_08_56_34_316.jpg,data/IMG/left_2019_05_12_08_56_34_316.jpg,data/IMG/right_2019_05_12_08_56_34_316.jpg,2019_05_12_08_56_34_316.jpg,0.0,1.0,0.0,30.190240000000003
84,data/IMG/center_2019_05_12_08_56_34_430.jpg,data/IMG/left_2019_05_12_08_56_34_430.jpg,data/IMG/right_2019_05_12_08_56_34_430.jpg,2019_05_12_08_56_34_430.jpg,0.0,1.0,0.0,30.190309999999997
85,data/IMG/center_2019_05_12_08_56_34_537.jpg,data/IMG/left_2019_05_12_08_56_34_537.jpg,data/IMG/right_2019_05_12_08_56_34_537.jpg,2019_05_12_08_56_34_537.jpg,0.0,1.0,0.0,30.19029
86,data/IMG/center_2019_05_12_08_56_34_647.jpg,data/IMG/left_2019_05_12_08_56_34_647.jpg,data/IMG/right_2019_05_12_08_56_34_647.jpg,2019_05_12_08_56_34_647.jpg,0.0,1.0,0.0,30.19029
87,data/IMG/center_2019_05_12_08_56_34_763.jpg,data/IMG/left_2019_05_12_08_56_34_763.jpg,data/IMG/right_2019_05_12_08_56_34_763.jpg,2019_05_12_08_56_34_763.jpg,0.0,1.0,0.0,30.19029
88,data/IMG/center_2019_05_12_08_56_34_871.jpg,data/IMG/left_2019_05_12_08_56_34_871.jpg,data/IMG/right_2019_05_12_08_56_34_871.jpg,2019_05_12_08_56_34_871.jpg,0.0,1.0,0.0,30.1903
89,data/IMG/center_2019_05_12_08_56_34_998.jpg,data/IMG/left_2019_05_12_08_56_34_998.jpg,data/IMG/right_2019_05_12_08_56_34_998.jpg,2019_05_12_08_56_34_998.jpg,0.0,1.0,0.0,30.19027
90,data/IMG/center_2019_05_12_08_56_35_097.jpg,data/IMG/left_2019_05_12_08_56_35_097.jpg,data/IMG/right_2019_05_12_08_56_35_097.jpg,2019_05_12_08_56_35_097.jpg,0.0,1.0,0.0,30.19032
91,data/IMG/center_2019_05_12_08_56_35_207.jpg,data/IMG/left_2019_05_12_08_56_35_207.jpg,data/IMG/right_2019_05_12_08_56_35_207.jpg,2019_05_12_08_56_35_207.jpg,0.0,1.0,0.0,30.1903
92,data/IMG/center_2019_05_12_08_56_35_329.jpg,data/IMG/left_2019_05_12_08_56_35_329.jpg,data/IMG/right_2019_05_12_08_56_35_329.jpg,2019_05_12_08_56_35_329.jpg,0.0,1.0,0.0,30.19026
93,data/IMG/center_2019_05_12_08_56_35_455.jpg,data/IMG/left_2019_05_12_08_56_35_455.jpg,data/IMG/right_2019_05_12_08_56_35_455.jpg,2019_05_12_08_56_35_455.jpg,0.0,1.0,0.0,30.19032
94,data/IMG/center_2019_05_12_08_56_35_546.jpg,data/IMG/left_2019_05_12_08_56_35_546.jpg,data/IMG/right_2019_05_12_08_56_35_546.jpg,2019_05_12_08_56_35_546.jpg,0.0,1.0,0.0,30.19032
95,data/IMG/center_2019_05_12_08_56_35_655.jpg,data/IMG/left_2019_05_12_08_56_35_655.jpg,data/IMG/right_2019_05_12_08_56_35_655.jpg,2019_05_12_08_56_35_655.jpg,-0.15,1.0,0.0,30.18426
96,data/IMG/center_2019_05_12_08_56_35_768.jpg,data/IMG/left_2019_05_12_08_56_35_768.jpg,data/IMG/right_2019_05_12_08_56_35_768.jpg,2019_05_12_08_56_35_768.jpg,0.0,1.0,0.0,30.188779999999998
97,data/IMG/center_2019_05_12_08_56_35_873.jpg,data/IMG/left_2019_05_12_08_56_35_873.jpg,data/IMG/right_2019_05_12_08_56_35_873.jpg,2019_05_12_08_56_35_873.jpg,0.0,1.0,0.0,30.19013
98,data/IMG/center_2019_05_12_08_56_35_990.jpg,data/IMG/left_2019_05_12_08_56_35_990.jpg,data/IMG/right_2019_05_12_08_56_35_990.jpg,2019_05_12_08_56_35_990.jpg,0.0,1.0,0.0,30.190279999999998
99,data/IMG/center_2019_05_12_08_56_36_096.jpg,data/IMG/left_2019_05_12_08_56_36_096.jpg,data/IMG/right_2019_05_12_08_56_36_096.jpg,2019_05_12_08_56_36_096.jpg,0.0,1.0,0.0,30.19029
100,data/IMG/center_2019_05_12_08_56_36_197.jpg,data/IMG/left_2019_05_12_08_56_36_197.jpg,data/IMG/right_2019_05_12_08_56_36_197.jpg,2019_05_12_08_56_36_197.jpg,0.0,1.0,0.0,30.190279999999998
101,data/IMG/center_2019_05_12_08_56_36_304.jpg,data/IMG/left_2019_05_12_08_56_36_304.jpg,data/IMG/right_2019_05_12_08_56_36_304.jpg,2019_05_12_08_56_36_304.jpg,0.0,1.0,0.0,30.1903
102,data/IMG/center_2019_05_12_08_56_36_433.jpg,data/IMG/left_2019_05_12_08_56_36_433.jpg,data/IMG/right_2019_05_12_08_56_36_433.jpg,2019_05_12_08_56_36_433.jpg,0.0,1.0,0.0,30.19032
103,data/IMG/center_2019_05_12_08_56_36_543.jpg,data/IMG/left_2019_05_12_08_56_36_543.jpg,data/IMG/right_2019_05_12_08_56_36_543.jpg,2019_05_12_08_56_36_543.jpg,0.0,1.0,0.0,30.190309999999997
104,data/IMG/center_2019_05_12_08_56_36_635.jpg,data/IMG/left_2019_05_12_08_56_36_635.jpg,data/IMG/right_2019_05_12_08_56_36_635.jpg,2019_05_12_08_56_36_635.jpg,0.0,1.0,0.0,30.190309999999997
105,data/IMG/center_2019_05_12_08_56_36_743.jpg,data/IMG/left_2019_05_12_08_56_36_743.jpg,data/IMG/right_2019_05_12_08_56_36_743.jpg,2019_05_12_08_56_36_743.jpg,0.0,1.0,0.0,30.19032
106,data/IMG/center_2019_05_12_08_56_36_858.jpg,data/IMG/left_2019_05_12_08_56_36_858.jpg,data/IMG/right_2019_05_12_08_56_36_858.jpg,2019_05_12_08_56_36_858.jpg,0.0,1.0,0.0,30.19053
107,data/IMG/center_2019_05_12_08_56_36_967.jpg,data/IMG/left_2019_05_12_08_56_36_967.jpg,data/IMG/right_2019_05_12_08_56_36_967.jpg,2019_05_12_08_56_36_967.jpg,0.0,1.0,0.0,30.1903
108,data/IMG/center_2019_05_12_08_56_37_066.jpg,data/IMG/left_2019_05_12_08_56_37_066.jpg,data/IMG/right_2019_05_12_08_56_37_066.jpg,2019_05_12_08_56_37_066.jpg,0.0,1.0,0.0,30.190379999999998
109,data/IMG/center_2019_05_12_08_56_37_174.jpg,data/IMG/left_2019_05_12_08_56_37_174.jpg,data/IMG/right_2019_05_12_08_56_37_174.jpg,2019_05_12_08_56_37_174.jpg,0.0,1.0,0.0,30.190309999999997
110,data/IMG/center_2019_05_12_08_56_37_282.jpg,data/IMG/left_2019_05_12_08_56_37_282.jpg,data/IMG/right_2019_05_12_08_56_37_282.jpg,2019_05_12_08_56_37_282.jpg,0.0,1.0,0.0,30.19025
111,data/IMG/center_2019_05_12_08_56_37_391.jpg,data/IMG/left_2019_05_12_08_56_37_391.jpg,data/IMG/right_2019_05_12_08_56_37_391.jpg,2019_05_12_08_56_37_391.jpg,0.0,1.0,0.0,30.1903
112,data/IMG/center_2019_05_12_08_56_37_498.jpg,data/IMG/left_2019_05_12_08_56_37_498.jpg,data/IMG/right_2019_05_12_08_56_37_498.jpg,2019_05_12_08_56_37_498.jpg,0.0,1.0,0.0,30.19027
113,data/IMG/center_2019_05_12_08_56_37_598.jpg,data/IMG/left_2019_05_12_08_56_37_598.jpg,data/IMG/right_2019_05_12_08_56_37_598.jpg,2019_05_12_08_56_37_598.jpg,0.0,1.0,0.0,30.190279999999998
114,data/IMG/center_2019_05_12_08_56_37_701.jpg,data/IMG/left_2019_05_12_08_56_37_701.jpg,data/IMG/right_2019_05_12_08_56_37_701.jpg,2019_05_12_08_56_37_701.jpg,-0.25,1.0,0.0,30.17478
